2025-03-04 10:29:05,472 INFO    MainThread:599755 [wandb_setup.py:_flush():67] Current SDK version is 0.19.7
2025-03-04 10:29:05,473 INFO    MainThread:599755 [wandb_setup.py:_flush():67] Configure stats pid to 599755
2025-03-04 10:29:05,473 INFO    MainThread:599755 [wandb_setup.py:_flush():67] Loading settings from /home/javitrucas/.config/wandb/settings
2025-03-04 10:29:05,473 INFO    MainThread:599755 [wandb_setup.py:_flush():67] Loading settings from /home/javitrucas/TFG/wandb/settings
2025-03-04 10:29:05,473 INFO    MainThread:599755 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-04 10:29:05,473 INFO    MainThread:599755 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /home/javitrucas/TFG/wandb/run-20250304_102905-eywk8v7d/logs/debug.log
2025-03-04 10:29:05,473 INFO    MainThread:599755 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /home/javitrucas/TFG/wandb/run-20250304_102905-eywk8v7d/logs/debug-internal.log
2025-03-04 10:29:05,473 INFO    MainThread:599755 [wandb_init.py:init():761] calling init triggers
2025-03-04 10:29:05,474 INFO    MainThread:599755 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'dataset_name': 'rsna-features_resnet18', 'num_epochs': 10, 'learning_rate': 0.001, 'batch_size': 1, 'val_prop': 0.2, 'seed': 42, 'use_inst_distances': False, 'adj_mat_mode': 'relative', '_wandb': {}}
2025-03-04 10:29:05,474 INFO    MainThread:599755 [wandb_init.py:init():784] starting backend
2025-03-04 10:29:05,474 INFO    MainThread:599755 [wandb_init.py:init():788] sending inform_init request
2025-03-04 10:29:05,478 INFO    MainThread:599755 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-03-04 10:29:05,478 INFO    MainThread:599755 [wandb_init.py:init():803] backend started and connected
2025-03-04 10:29:05,480 INFO    MainThread:599755 [wandb_init.py:init():896] updated telemetry
2025-03-04 10:29:05,490 INFO    MainThread:599755 [wandb_init.py:init():920] communicating run to backend with 90.0 second timeout
2025-03-04 10:29:05,891 INFO    MainThread:599755 [wandb_init.py:init():995] starting run threads in backend
2025-03-04 10:29:06,039 INFO    MainThread:599755 [wandb_run.py:_console_start():2377] atexit reg
2025-03-04 10:29:06,040 INFO    MainThread:599755 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-04 10:29:06,040 INFO    MainThread:599755 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-04 10:29:06,041 INFO    MainThread:599755 [wandb_run.py:_redirect():2317] Redirects installed.
2025-03-04 10:29:06,044 INFO    MainThread:599755 [wandb_init.py:init():1037] run started, returning control to user process
2025-03-04 10:29:27,484 INFO    MainThread:599755 [wandb_run.py:_config_callback():1261] config_cb ('_wandb', 'visualize', 'val_confusion_matrix') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': 'Confusion Matrix Curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'val_confusion_matrix_table'}], 'fields': []}]}]}}} None
2025-03-04 10:29:33,367 INFO    MainThread:599755 [wandb_run.py:_config_callback():1261] config_cb ('_wandb', 'visualize', 'val_confusion_matrix') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': 'Confusion Matrix Curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'val_confusion_matrix_table'}], 'fields': []}]}]}}} None
2025-03-04 10:29:39,263 INFO    MainThread:599755 [wandb_run.py:_config_callback():1261] config_cb ('_wandb', 'visualize', 'val_confusion_matrix') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/confusion_matrix/v1', 'fieldSettings': {'Actual': 'Actual', 'Predicted': 'Predicted', 'nPredictions': 'nPredictions'}, 'stringSettings': {'title': 'Confusion Matrix Curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'val_confusion_matrix_table'}], 'fields': []}]}]}}} None
