dataset,pooling,learning_rate,feature_dim,seed,trained_epochs,train_loss,train_accuracy,train_f1_score,train_auc,train_precision,train_recall,test_loss,test_accuracy,test_f1_score,test_auc,test_precision,test_recall
rsna-features_resnet18,max,0.001,128,4,50,,0.86375,0.8394698085419735,0.9334598184035778,0.8142857142857143,0.8662613981762918,,0.8266666666666667,0.8194444444444444,0.8840811965811965,0.8194444444444444,0.8194444444444444
rsna-features_resnet18,max,0.0001,64,0,50,,0.9175,0.9020771513353115,0.9682754793203363,0.881159420289855,0.9240121580547113,,0.8666666666666667,0.8591549295774648,0.8874643874643875,0.8714285714285714,0.8472222222222222
rsna-features_resnet18,max,0.0001,64,1,50,,0.97375,0.9682299546142209,0.9942823585593609,0.963855421686747,0.9726443768996961,,0.8533333333333334,0.8472222222222222,0.9177350427350427,0.8472222222222222,0.8472222222222222
rsna-features_resnet18,max,0.0001,64,2,50,,0.91,0.8905775075987842,0.9600604030743616,0.8905775075987842,0.8905775075987842,,0.8333333333333334,0.8148148148148148,0.8869301994301995,0.873015873015873,0.7638888888888888
rsna-features_resnet18,max,0.0001,64,3,50,,0.99375,0.992412746585736,0.999606347485464,0.990909090909091,0.993920972644377,,0.8533333333333334,0.8382352941176471,0.9118589743589743,0.890625,0.7916666666666666
rsna-features_resnet18,max,0.0001,64,4,50,,0.95,0.9393939393939394,0.9868287740628167,0.9365558912386707,0.9422492401215805,,0.8266666666666667,0.8266666666666667,0.9033119658119658,0.7948717948717948,0.8611111111111112
rsna-features_resnet18,max,0.0001,128,0,50,,0.935,0.9209726443768997,0.9730702960137843,0.9209726443768997,0.9209726443768997,,0.8666666666666667,0.8591549295774648,0.8995726495726496,0.8714285714285714,0.8472222222222222
rsna-features_resnet18,max,0.0001,128,1,50,,0.97625,0.9714285714285714,0.9912557515213702,0.9613095238095238,0.9817629179331308,,0.8666666666666667,0.8507462686567164,0.9216524216524217,0.9193548387096774,0.7916666666666666
rsna-features_resnet18,max,0.0001,128,2,50,,0.955,0.9451219512195121,0.9832020082731562,0.9480122324159022,0.9422492401215805,,0.84,0.8208955223880597,0.9033119658119658,0.8870967741935484,0.7638888888888888
rsna-features_resnet18,max,0.0001,128,3,50,,0.97625,0.9714285714285714,0.9966313670067567,0.9613095238095238,0.9817629179331308,,0.8466666666666667,0.8413793103448276,0.9042022792022791,0.8356164383561644,0.8472222222222222
rsna-features_resnet18,max,0.0001,128,4,50,,0.965,0.9584569732937686,0.9946566511141658,0.936231884057971,0.9817629179331308,,0.8333333333333334,0.8299319727891157,0.9136396011396012,0.8133333333333334,0.8472222222222222
